Formula,FW,DSSTox_CID,SR-HSE,ID,ROMol,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD,SMILES
C19H32N2O2,320.4696,26415,,NCGC00164526-01,<rdkit.Chem.rdchem.Mol object at 0x1326900b0>,0,,0,0,0,,0,0,0,0,0,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1
C15H23NO2,249.3486,25127,,NCGC00015099-05,<rdkit.Chem.rdchem.Mol object at 0x132690120>,0,,0,0,0,,0,0,0,0,0,C=CCc1ccccc1OCC(O)CNC(C)C
C19H34O3,310.4715,15783,1,NCGC00255607-01,<rdkit.Chem.rdchem.Mol object at 0x132690190>,0,,0,0,0,,,0,0,0,0,COC(C)(C)CCC[C@H](C)C/C=C/C(C)=C/C(=O)OC(C)C
C20H18O3,306.3551,17712,,NCGC00254528-01,<rdkit.Chem.rdchem.Mol object at 0x132690200>,0,1,,,0,1,1,0,1,0,0,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1
C18H22ClNO,303.8264,3458,,NCGC00015121-08,<rdkit.Chem.rdchem.Mol object at 0x132690270>,0,,0,0,0,0,0,0,,0,0,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
C14H26O2,226.3550,7041,0,NCGC00259197-01,<rdkit.Chem.rdchem.Mol object at 0x1326902e0>,0,,,0,0,1,,0,0,0,,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C
C22H32O2,328.4883,1240,,NCGC00090756-09,<rdkit.Chem.rdchem.Mol object at 0x132690350>,0,,0,0,0,,0,0,0,0,0,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
C17H18N2O6,346.3346,5715,,NCGC00015748-11,<rdkit.Chem.rdchem.Mol object at 0x1326903c0>,0,,1,,1,0,0,0,0,0,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
C17H20O2,256.3395,27866,0,NCGC00258108-01,<rdkit.Chem.rdchem.Mol object at 0x132690430>,0,1,,,0,1,1,,1,0,0,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O
C15H24O2,236.3499,697,,NCGC00255289-01,<rdkit.Chem.rdchem.Mol object at 0x1326904a0>,0,,,0,1,1,0,0,0,0,0,CCCCCCOc1cc(C)c(O)c(C)c1C
C12H21N2O3PS,304.3455,407,,NCGC00091073-01,<rdkit.Chem.rdchem.Mol object at 0x132690510>,0,,0,0,,0,0,0,0,0,0,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1
C16H14N2O,250.2952,3279,,NCGC00245236-02,<rdkit.Chem.rdchem.Mol object at 0x132690580>,0,,0,0,0,,1,0,0,0,0,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
C12H11NO,185.2218,25183,,NCGC00015806-03,<rdkit.Chem.rdchem.Mol object at 0x1326905f0>,0,,0,0,0,0,,0,0,0,0,Cc1ccc(=O)n(-c2ccccc2)c1
C14H14ClN3O2S,323.7979,290,,NCGC00014702-03,<rdkit.Chem.rdchem.Mol object at 0x132690660>,0,,0,0,0,0,0,1,0,0,,Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C
C17H19N3O3S,345.4161,1080,,NCGC00016925-06,<rdkit.Chem.rdchem.Mol object at 0x1326906d0>,0,,0,0,1,0,,0,0,0,0,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1
C16H18N4O3S,346.4041,26687,,NCGC00167521-01,<rdkit.Chem.rdchem.Mol object at 0x132690740>,0,,0,,1,0,0,0,0,0,0,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2n1
C21H21O4P,368.3628,12192,,NCGC00260676-01,<rdkit.Chem.rdchem.Mol object at 0x1326907b0>,0,1,1,0,1,,1,0,0,0,,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C
C25H32N6O5,496.5588 (74.0785+348.4017+74.0785),26604,,NCGC00166399-01,<rdkit.Chem.rdchem.Mol object at 0x132690820>,0,,0,0,0,0,,0,0,0,0,CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1
C24H27NO2,361.4767,5299,,NCGC00091585-03,<rdkit.Chem.rdchem.Mol object at 0x132690890>,0,,0,0,0,,0,0,0,0,0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
C31H33F3N2O5S,602.6643,28548,,NCGC00182028-01,<rdkit.Chem.rdchem.Mol object at 0x132690900>,0,,0,0,0,1,0,,0,0,0,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1
C20H28N4O,340.4625,25809,,NCGC00094476-03,<rdkit.Chem.rdchem.Mol object at 0x132690970>,0,,0,0,1,0,1,0,0,0,,CCN(CC)C(=O)N[C@H]1C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
C20H29N3O2,343.4632,25271,,NCGC00016338-01,<rdkit.Chem.rdchem.Mol object at 0x1326909e0>,0,,0,0,0,,0,0,0,0,0,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
C21H27NO2,325.4446,26181,,NCGC00160484-01,<rdkit.Chem.rdchem.Mol object at 0x132690a50>,0,,0,0,0,,0,0,0,0,0,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1
C12H17NO3,223.2683,721,,NCGC00166139-01,<rdkit.Chem.rdchem.Mol object at 0x132690ac0>,0,,0,0,0,,0,0,0,0,0,CCOc1ccc(NC(=O)CC(C)O)cc1
C20H24INO4,469.3133 (327.3743+141.9390),26325,,NCGC00163177-01,<rdkit.Chem.rdchem.Mol object at 0x132690b30>,0,,0,0,0,0,,0,0,0,0,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.CI
C15H21ClN2,264.7936 (228.3327+36.4609),28758,,NCGC00183827-01,<rdkit.Chem.rdchem.Mol object at 0x132690ba0>,0,,0,0,1,,0,0,0,0,0,Cl.c1ccc2c(CCC3CCNCC3)c[nH]c2c1
C14H20ClN5O2,325.7939 (36.4609+289.3330),25767,,NCGC00093857-01,<rdkit.Chem.rdchem.Mol object at 0x132690c10>,0,,0,0,1,,0,0,0,0,0,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C.Cl
C27H46ClNO2,452.1126 (415.6517+36.4609),25978,,NCGC00095403-01,<rdkit.Chem.rdchem.Mol object at 0x132690c80>,0,,0,0,0,,0,0,0,0,0,C[C@H]1CC[C@]2(NC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]3(C)[C@H]1[C@@H]2C.Cl
C12H22ClN,215.7628 (179.3018+36.4609),27790,,NCGC00159491-02,<rdkit.Chem.rdchem.Mol object at 0x132690cf0>,0,,0,0,0,,0,0,0,0,0,CC(N)C12CC3CC(CC(C3)C1)C2.Cl
C18H29ClN2O,324.8887 (288.4277+36.4609),26071,,NCGC00159482-02,<rdkit.Chem.rdchem.Mol object at 0x132690d60>,0,,0,0,0,,0,0,0,0,0,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl
C17H19ClN4O,330.8120 (36.4609+294.3510),24208,,NCGC00167528-01,<rdkit.Chem.rdchem.Mol object at 0x132690dd0>,0,,0,0,,0,0,0,0,0,0,Cc1nc[nH]c1CN1CCc2c(c3ccccc3n2C)C1=O.Cl
C23H31ClN2O,386.9580 (36.4609+350.4971),28856,0,NCGC00247687-01,<rdkit.Chem.rdchem.Mol object at 0x132690e40>,0,,,0,0,0,,,0,0,0,CCC(=O)N(c1ccccc1)[C@@H]1CCN(CCc2ccccc2)C[C@@H]1C.Cl
C20H32ClNO2,353.9266 (36.4609+317.4656),25859,,NCGC00094882-01,<rdkit.Chem.rdchem.Mol object at 0x132690eb0>,0,,0,0,0,,0,0,0,0,0,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1.Cl
C20H26ClNO2,347.8789 (36.4609+311.4180),25880,,NCGC00094995-01,<rdkit.Chem.rdchem.Mol object at 0x132690f20>,0,,0,0,0,,0,0,0,0,0,CCN(CC)CCOC(=O)C(c1ccccc1)c1ccccc1.Cl
C21H26ClNO2,359.8896 (36.4609+323.4287),25292,,NCGC00016390-01,<rdkit.Chem.rdchem.Mol object at 0x132690f90>,0,,0,0,0,,0,0,0,0,0,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1.Cl
C17H24Cl2N4O,371.3047 (36.4609+36.4609+298.3828),25864,,NCGC00016795-06,<rdkit.Chem.rdchem.Mol object at 0x132691000>,0,,,0,0,0,,0,0,0,0,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1.Cl.Cl
C21H28Cl3N3O2,460.8249 (36.4609+36.4609+387.9030),28978,,NCGC00181793-01,<rdkit.Chem.rdchem.Mol object at 0x132691070>,0,,0,0,0,,0,0,0,0,0,Cl.Cl.NC(=O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
C12H12Cl4N2,326.0491 (253.1272+36.4609+36.4609),433,,NCGC00256608-01,<rdkit.Chem.rdchem.Mol object at 0x1326910e0>,1,1,1,1,1,,1,0,1,0,0,Cl.Cl.Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
C12H16Cl2N2,259.1748 (186.2530+36.4609+36.4609),917,,NCGC00091937-01,<rdkit.Chem.rdchem.Mol object at 0x132691150>,0,,0,0,1,,0,0,0,0,0,Cl.Cl.NCCNc1cccc2ccccc12
C16H21BrCl2N2O,408.1607 (36.4609+36.4609+317.2236+18.0153),25815,,NCGC00094515-01,<rdkit.Chem.rdchem.Mol object at 0x1326911c0>,0,,0,0,0,,0,0,0,0,0,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1.Cl.Cl.O
C15H21Cl2N3O2,346.2521 (309.7912+36.4609),25686,,NCGC00025295-01,<rdkit.Chem.rdchem.Mol object at 0x132691230>,0,,0,0,0,0,0,,0,0,0,COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2.Cl
C10H15Cl2N,220.1388 (183.6779+36.4609),27792,,NCGC00160422-01,<rdkit.Chem.rdchem.Mol object at 0x1326912a0>,0,,0,0,0,,0,0,0,0,0,CC(C)(N)Cc1ccc(Cl)cc1.Cl
C18H22Cl2N2,337.2867 (300.8257+36.4609),25360,,NCGC00016589-01,<rdkit.Chem.rdchem.Mol object at 0x132691310>,0,,0,0,0,,0,0,0,0,0,CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1.Cl
C20H25Cl2NO,366.3246 (329.8637+36.4609),25413,,NCGC00016711-01,<rdkit.Chem.rdchem.Mol object at 0x132691380>,0,,0,0,0,,0,0,0,0,0,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1
C20H22Cl2N2O4,425.3057 (388.8447+36.4609),27446,,NCGC00095024-01,<rdkit.Chem.rdchem.Mol object at 0x1326913f0>,0,,0,0,0,0,,0,0,0,0,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1
C16H19Cl2N,296.2348 (259.7738+36.4609),26145,,NCGC00160424-01,<rdkit.Chem.rdchem.Mol object at 0x132691460>,0,,0,0,0,,1,0,0,0,0,CC(Cc1ccccc1)NCc1ccccc1Cl.Cl
C19H22ClNS,331.9027 (295.4417+36.4609),27758,,NCGC00016549-01,<rdkit.Chem.rdchem.Mol object at 0x1326914d0>,0,,0,0,0,,0,0,1,0,0,CN(C)CC/C=C1/c2ccccc2CSc2ccccc21.Cl
C14H20ClN3S,297.8467 (261.3858+36.4609),818,,NCGC00094179-02,<rdkit.Chem.rdchem.Mol object at 0x132691540>,0,,0,0,,0,0,0,0,0,0,CN(C)CCN(Cc1cccs1)c1ccccn1.Cl
C19H28ClN5O5,441.9091 (405.4482+36.4609),26495,,NCGC00164637-01,<rdkit.Chem.rdchem.Mol object at 0x1326915b0>,0,,,0,0,0,0,0,0,0,0,Cl.Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O
C20H29ClN2O3,380.9089 (36.4609+344.4479),25909,,NCGC00095084-01,<rdkit.Chem.rdchem.Mol object at 0x132691620>,0,,0,0,0,,0,0,0,0,0,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
C12H20ClNO2,245.7457 (209.2848+36.4609),28811,,NCGC00247699-01,<rdkit.Chem.rdchem.Mol object at 0x132691690>,0,,0,0,0,,0,0,0,0,0,COc1cc(C[C@H](C)N)c(OC)cc1C.Cl
C24H23ClF3N,417.8943 (381.4334+36.4609),26724,,NCGC00167574-01,<rdkit.Chem.rdchem.Mol object at 0x132691700>,0,,0,0,0,,0,0,0,0,0,Cl.FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1
C30H36ClFN4O2,539.0838 (502.6229+36.4609),27325,1,NCGC00253948-01,<rdkit.Chem.rdchem.Mol object at 0x132691770>,0,,0,1,0,0,,,1,1,1,Cc1nc(-c2ccc3c(c2)CCN(CCC2CCC(NC(=O)/C=C/c4ccc(F)cc4)CC2)CC3)no1.Cl
C12H19ClIN,339.6434 (36.4609+303.1825),25774,,NCGC00094048-01,<rdkit.Chem.rdchem.Mol object at 0x1326917e0>,0,,0,0,0,,1,0,0,0,0,CC(C)NC(C)Cc1ccc(I)cc1.Cl
C17H24ClNO4,341.8298 (305.3688+36.4609),26459,,NCGC00164584-01,<rdkit.Chem.rdchem.Mol object at 0x132691850>,0,,1,0,0,0,,0,0,0,0,Cl.NC[C@H]1CC[C@H](C(=O)Oc2ccc(CCC(=O)O)cc2)CC1
C17H21ClN2O,304.8144 (268.3535+36.4609),25683,,NCGC00025236-01,<rdkit.Chem.rdchem.Mol object at 0x1326918c0>,0,,0,0,0,,0,0,0,0,0,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1.Cl
C2H8ClNS,113.6096 (36.4609+77.1487),25779,,NCGC00094090-01,<rdkit.Chem.rdchem.Mol object at 0x132691930>,0,,0,0,,0,0,0,0,0,0,Cl.NCCS
C16H18BrCl2N3O3,451.1424 (414.6815+36.4609),26863,,NCGC00181132-01,<rdkit.Chem.rdchem.Mol object at 0x1326919a0>,0,,0,0,,0,0,0,0,0,0,Cl.O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O
C21H25Cl2N3O3,438.3475 (401.8866+36.4609),28685,,NCGC00182980-01,<rdkit.Chem.rdchem.Mol object at 0x132691a10>,0,,0,0,1,,0,0,0,0,0,CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1.Cl
C22H28ClN3O4,433.9284 (397.4675+36.4609),25324,,NCGC00016500-01,<rdkit.Chem.rdchem.Mol object at 0x132691a80>,0,,0,0,0,0,0,,0,0,0,Cl.O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1
C22H26ClN3O,383.9143 (347.4534+36.4609),26504,,NCGC00165810-01,<rdkit.Chem.rdchem.Mol object at 0x132691af0>,0,,0,0,,0,0,0,0,0,0,Cl.O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1
C18H22ClNO4,351.8246 (315.3636+36.4609),28968,,NCGC00092315-01,<rdkit.Chem.rdchem.Mol object at 0x132691b60>,0,,0,0,0,0,0,0,0,0,,Cl.O=C(O)Cc1ccc(OCCNC[C@H](O)c2ccccc2)cc1
C23H29ClN2O5S2,513.0698 (476.6088+36.4609),26914,,NCGC00181345-01,<rdkit.Chem.rdchem.Mol object at 0x132691bd0>,0,,0,0,0,0,0,,0,0,0,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@H](c2cccs2)CN(CC(=O)O)C1=O.Cl
C22H32ClNO3,393.9474 (357.4864+36.4609),25356,,NCGC00016583-01,<rdkit.Chem.rdchem.Mol object at 0x132691c40>,0,,0,0,0,,0,0,0,0,0,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl
C20H32ClNO,337.9272 (36.4609+301.4662),25802,,NCGC00094393-02,<rdkit.Chem.rdchem.Mol object at 0x132691cb0>,0,,0,0,0,,0,0,0,0,0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
C21H30ClNO,347.9220 (311.4611+36.4609),27832,,NCGC00181312-01,<rdkit.Chem.rdchem.Mol object at 0x132691d20>,0,,0,0,0,,0,0,0,0,0,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2
C10H14ClNO4,247.6755 (211.2145+36.4609),25763,,NCGC00093792-01,<rdkit.Chem.rdchem.Mol object at 0x132691d90>,0,,0,0,,0,0,0,0,0,0,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1.Cl
H4Cl2N2Pt,298.0352,4983,,NCGC00178241-02,<rdkit.Chem.rdchem.Mol object at 0x132691e00>,0,,0,0,0,,0,0,0,0,0,N[Pt](N)(Cl)Cl
C88H95Cl2N9O33,1877.6424,26917,,NCGC00181348-01,<rdkit.Chem.rdchem.Mol object at 0x132691e70>,0,,0,0,0,,0,0,0,0,0,CCCCC/C=C\CCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O
C14H11Cl2NO4,328.1474,28925,,NCGC00016637-07,<rdkit.Chem.rdchem.Mol object at 0x132691ee0>,0,,0,,0,0,1,0,0,0,0,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1
C6H6Cl2N2O4S2,305.1588,2922,,NCGC00016371-01,<rdkit.Chem.rdchem.Mol object at 0x132691f50>,0,,0,0,0,0,0,,0,0,0,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
C8H8Cl3O3PS,321.5451,14885,,NCGC00163886-02,<rdkit.Chem.rdchem.Mol object at 0x132691fc0>,0,,0,0,0,1,0,0,0,0,,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
C7H4ClNO2,169.5652,2813,,NCGC00015238-02,<rdkit.Chem.rdchem.Mol object at 0x132692030>,0,,0,0,0,,0,0,0,0,0,O=c1[nH]c2cc(Cl)ccc2o1
C13H18ClNO2,255.7405,25122,,NCGC00015012-02,<rdkit.Chem.rdchem.Mol object at 0x1326920a0>,0,,0,0,0,,0,0,0,0,0,CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
C21H27ClN2O2,374.9043,3137,,NCGC00018255-04,<rdkit.Chem.rdchem.Mol object at 0x132692110>,0,,0,0,0,,0,0,0,0,0,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
C22H22ClN5O2S,455.9604,28900,,NCGC00092377-03,<rdkit.Chem.rdchem.Mol object at 0x132692180>,0,,0,0,0,,0,0,0,0,0,Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2
C15H13Cl2N5,334.2032,26813,,NCGC00181026-01,<rdkit.Chem.rdchem.Mol object at 0x1326921f0>,0,,0,0,1,0,0,0,,0,0,N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1
C9H8ClN5S,253.7113,3679,,NCGC00160529-01,<rdkit.Chem.rdchem.Mol object at 0x132692260>,1,,0,0,0,0,0,0,0,0,0,Clc1ccc2nsnc2c1NC1=NCCN1
C14H14ClNS,263.7857,3669,,NCGC00016872-06,<rdkit.Chem.rdchem.Mol object at 0x1326922d0>,0,,0,1,0,,1,0,0,0,0,Clc1ccccc1CN1CCc2sccc2C1
C20H22N2,290.4021,2636,,NCGC00182705-01,<rdkit.Chem.rdchem.Mol object at 0x132692340>,0,,0,0,0,0,0,,0,0,0,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1
C19H21N3,291.3901,28684,,NCGC00182979-01,<rdkit.Chem.rdchem.Mol object at 0x1326923b0>,0,,0,0,0,,0,0,0,0,0,CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1
C17H20N4S,312.4325,3388,,NCGC00096077-03,<rdkit.Chem.rdchem.Mol object at 0x132692420>,0,,0,0,,0,0,0,0,0,0,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
C15H17Cl2NO2,314.2070,22632,,NCGC00016058-05,<rdkit.Chem.rdchem.Mol object at 0x132692490>,0,,0,0,0,,0,0,0,0,0,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1cc(Cl)cc(Cl)c1)C2
C20H21Cl2NO4,410.2910,26217,,NCGC00160542-01,<rdkit.Chem.rdchem.Mol object at 0x132692500>,0,,0,0,0,,0,0,0,0,0,CN1CCC(OC(=O)C(Oc2ccc(Cl)cc2)Oc2ccc(Cl)cc2)CC1
C29H35NO8,525.5901 (192.1235+333.4666),25557,,NCGC00017039-01,<rdkit.Chem.rdchem.Mol object at 0x132692570>,0,,0,0,0,,0,0,0,0,0,CN1[C@@H]2CC[C@H]1C[C@@H](OC1c3ccccc3CCc3ccccc31)C2.O=C(O)CC(O)(CC(=O)O)C(=O)O
C12H8O4,216.1895,830,,NCGC00016418-07,<rdkit.Chem.rdchem.Mol object at 0x1326925e0>,0,,0,0,,0,0,0,0,0,0,COc1c2occc2cc2ccc(=O)oc12
C23H28N2O4,396.4794,25965,,NCGC00095256-01,<rdkit.Chem.rdchem.Mol object at 0x132692650>,1,,0,0,,0,1,0,0,0,1,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12
C15H17N3O,255.3150,25705,,NCGC00072886-02,<rdkit.Chem.rdchem.Mol object at 0x1326926c0>,0,,0,0,1,0,0,0,0,0,,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1
C20H27NO6S,409.4965 (313.3908+96.1057),25690,,NCGC00025335-01,<rdkit.Chem.rdchem.Mol object at 0x132692730>,0,,0,0,0,,0,0,0,0,0,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1.CS(=O)(=O)O
C24H38N4O8S4,638.8405 (96.1057+96.1057+446.6292),25558,,NCGC00017040-01,<rdkit.Chem.rdchem.Mol object at 0x1326927a0>,0,,0,0,0,,0,0,0,0,0,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.CS(=O)(=O)O.CS(=O)(=O)O
C12H10F3N3O4,317.2207,14165,,NCGC00015754-08,<rdkit.Chem.rdchem.Mol object at 0x132692810>,0,,0,0,0,0,,0,0,0,0,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
C4H4F6O,182.0644,26516,,NCGC00165991-01,<rdkit.Chem.rdchem.Mol object at 0x132692880>,0,,0,0,0,0,,0,0,0,0,FC(F)(F)COCC(F)(F)F
C24H21F2NO3,409.4252,24223,,NCGC00095134-01,<rdkit.Chem.rdchem.Mol object at 0x1326928f0>,0,,0,0,,1,0,0,0,0,0,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
C20H24I2O2,550.2123,26081,,NCGC00159504-02,<rdkit.Chem.rdchem.Mol object at 0x132692960>,0,,0,0,0,,0,0,0,0,0,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C
C13H19NO2S,253.3605,20266,,NCGC00013037-01,<rdkit.Chem.rdchem.Mol object at 0x1326929d0>,0,,0,0,0,,0,0,0,0,0,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](OC(=O)CSC#N)C2
C8H15N7O2S3,337.4454,3039,,NCGC00015446-05,<rdkit.Chem.rdchem.Mol object at 0x132692a40>,0,,0,0,0,,0,0,0,0,0,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1
C35H49N11O9S2,831.9619,26673,,NCGC00167505-01,<rdkit.Chem.rdchem.Mol object at 0x132692ab0>,0,,0,0,0,0,,0,0,0,0,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
C21H27N7O14P2,663.4251,25236,,NCGC00016240-01,<rdkit.Chem.rdchem.Mol object at 0x132692b20>,0,,,0,0,,0,0,0,0,0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
C13H19NO2,221.2955,25899,,NCGC00095049-01,<rdkit.Chem.rdchem.Mol object at 0x132692b90>,0,,,0,1,1,,0,0,0,0,CCCCCCOc1ccccc1C(N)=O
C15H12N2O2,252.2680,25703,,NCGC00065934-02,<rdkit.Chem.rdchem.Mol object at 0x132692c00>,0,,0,0,,0,0,0,0,0,0,NC(=O)N1c2ccccc2CC(=O)c2ccccc21
C9H11NO2,165.1891,3463,,NCGC00013103-01,<rdkit.Chem.rdchem.Mol object at 0x132692c70>,0,,,0,0,0,,0,0,0,0,NC(Cc1ccccc1)C(=O)O
C12H10Cl2N2,253.1272,432,,NCGC00259773-01,<rdkit.Chem.rdchem.Mol object at 0x132692ce0>,1,1,,1,1,,1,0,1,1,0,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
C38H42N8O6S2,770.9201,28512,,NCGC00183879-01,<rdkit.Chem.rdchem.Mol object at 0x132692d50>,0,,0,0,0,0,,0,0,0,0,C/C(=C(\CCOC(=O)c1ccccc1)SS/C(CCOC(=O)c1ccccc1)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N
C4H13N3,103.1661,5050,,NCGC00166036-01,<rdkit.Chem.rdchem.Mol object at 0x132692dc0>,0,,0,0,0,0,,0,0,0,0,NCCNCCN
C12H11ClN6O2S2,370.8377,26910,,NCGC00181340-01,<rdkit.Chem.rdchem.Mol object at 0x132692e30>,0,,0,0,0,,0,0,0,0,0,NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl
C15H24N4O6S2,420.5043,26678,,NCGC00167510-01,<rdkit.Chem.rdchem.Mol object at 0x132692ea0>,0,,0,0,0,0,,0,0,0,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12
C5H5N3O3S,187.1765,26391,,NCGC00164494-01,<rdkit.Chem.rdchem.Mol object at 0x132692f10>,0,,0,0,0,,0,0,0,0,0,CC(=O)Nc1ncc([N+](=O)[O-])s1
C17H15NO5,313.3047,2649,,NCGC00167468-01,<rdkit.Chem.rdchem.Mol object at 0x132692f80>,1,,0,0,0,,0,0,0,0,0,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
